code_qlib,code_gildata,name,sw_l1
SH600839,600839.SH,四川长虹,家用电器
SH600841,600841.SH,动力新科,汽车
SH600843,600843.SH,上工申贝,机械设备
SH600844,600844.SH,金煤科技,基础化工
SH600845,600845.SH,宝信软件,计算机
SH600846,600846.SH,同济科技,建筑装饰
SH600847,600847.SH,万里股份,电力设备
SH600848,600848.SH,上海临港,房地产
SH600850,600850.SH,电科数字,计算机
SH600851,600851.SH,海欣股份,医药生物
SH600853,600853.SH,龙建股份,建筑装饰
SH600854,600854.SH,春兰股份,家用电器
SH600855,600855.SH,航天长峰,国防军工
SH600857,600857.SH,宁波中百,商贸零售
SH600858,600858.SH,银座股份,商贸零售
SH600859,600859.SH,王府井,商贸零售
SH600860,600860.SH,京城股份,机械设备
SH600861,600861.SH,北京人力,社会服务
SH600862,600862.SH,中航高科,国防军工
SH600863,600863.SH,华能蒙电,公用事业
SH600864,600864.SH,哈投股份,非银金融
SH600865,600865.SH,百大集团,商贸零售
SH600866,600866.SH,星湖科技,基础化工
SH600867,600867.SH,通化东宝,医药生物
SH600868,600868.SH,梅雁吉祥,公用事业
SH600869,600869.SH,远东股份,电力设备
SH600871,600871.SH,石化油服,石油石化
SH600872,600872.SH,中炬高新,食品饮料
SH600873,600873.SH,梅花生物,基础化工
SH600874,600874.SH,创业环保,环保
SH600875,600875.SH,东方电气,电力设备
SH600876,600876.SH,凯盛新能,建筑材料
SH600877,600877.SH,电科芯片,电子
SH600879,600879.SH,航天电子,国防军工
SH600880,600880.SH,博瑞传播,社会服务
SH600881,600881.SH,亚泰集团,综合
SH600882,600882.SH,妙可蓝多,食品饮料
SH600883,600883.SH,博闻科技,农林牧渔
SH600884,600884.SH,杉杉股份,电力设备
SH600885,600885.SH,宏发股份,电力设备
SH600886,600886.SH,国投电力,公用事业
SH600887,600887.SH,伊利股份,食品饮料
SH600888,600888.SH,新疆众和,有色金属
SH600889,600889.SH,*ST京化,机械设备
SH600892,600892.SH,大晟文化,传媒
SH600893,600893.SH,航发动力,国防军工
SH600894,600894.SH,广日股份,机械设备
SH600895,600895.SH,张江高科,房地产
SH600897,600897.SH,厦门空港,交通运输
SH600900,600900.SH,长江电力,公用事业
SH600901,600901.SH,江苏金租,非银金融
SH600903,600903.SH,贵州燃气,公用事业
SH600905,600905.SH,三峡能源,公用事业
SH600906,600906.SH,财达证券,非银金融
SH600908,600908.SH,无锡银行,银行
SH600909,600909.SH,华安证券,非银金融
SH600916,600916.SH,中国黄金,纺织服饰
SH600917,600917.SH,重庆燃气,公用事业
SH600918,600918.SH,中泰证券,非银金融
SH600919,600919.SH,江苏银行,银行
SH600925,600925.SH,苏能股份,煤炭
SH600926,600926.SH,杭州银行,银行
SH600927,600927.SH,永安期货,非银金融
SH600928,600928.SH,西安银行,银行
SH600929,600929.SH,雪天盐业,基础化工
SH600930,600930.SH,华电新能,公用事业
SH600933,600933.SH,爱柯迪,汽车
SH600935,600935.SH,华塑股份,基础化工
SH600936,600936.SH,北投科技,传媒
SH600938,600938.SH,中国海油,石油石化
SH600939,600939.SH,重庆建工,建筑装饰
SH600941,600941.SH,中国移动,通信
SH600955,600955.SH,维远股份,基础化工
SH600956,600956.SH,新天绿能,公用事业
SH600958,600958.SH,东方证券,非银金融
SH600959,600959.SH,江苏有线,传媒
SH600960,600960.SH,渤海汽车,汽车
SH600961,600961.SH,株冶集团,有色金属
SH600962,600962.SH,国投中鲁,农林牧渔
SH600963,600963.SH,岳阳林纸,轻工制造
SH600965,600965.SH,*ST福成,农林牧渔
SH600966,600966.SH,博汇纸业,轻工制造
SH600967,600967.SH,内蒙一机,国防军工
SH600968,600968.SH,海油发展,石油石化
SH600969,600969.SH,郴电国际,公用事业
SH600970,600970.SH,中材国际,建筑装饰
SH600971,600971.SH,恒源煤电,煤炭
SH600973,600973.SH,宝胜股份,电力设备
SH600975,600975.SH,新五丰,农林牧渔
SH600976,600976.SH,健民集团,医药生物
SH600977,600977.SH,中国电影,传媒
SH600979,600979.SH,广安爱众,公用事业
SH600980,600980.SH,北矿科技,机械设备
SH600981,600981.SH,苏豪汇鸿,商贸零售
SH600982,600982.SH,宁波能源,公用事业
SH600983,600983.SH,惠而浦,家用电器
SH600984,600984.SH,建设机械,机械设备
SH600985,600985.SH,淮北矿业,煤炭
SH600986,600986.SH,浙文互联,传媒
SH600987,600987.SH,航民股份,纺织服饰
SH600988,600988.SH,赤峰黄金,有色金属
SH600989,600989.SH,宝丰能源,基础化工
SH600990,600990.SH,四创电子,国防军工
SH600992,600992.SH,贵绳股份,机械设备
SH600993,600993.SH,马应龙,医药生物
SH600995,600995.SH,南网储能,公用事业
SH600996,600996.SH,贵广网络,传媒
SH600997,600997.SH,开滦股份,煤炭
SH600998,600998.SH,九州通,医药生物
SH600999,600999.SH,招商证券,非银金融
SH601000,601000.SH,唐山港,交通运输
SH601001,601001.SH,晋控煤业,煤炭
SH601002,601002.SH,晋亿实业,机械设备
SH601003,601003.SH,柳钢股份,钢铁
SH601005,601005.SH,重庆钢铁,钢铁
SH601006,601006.SH,大秦铁路,交通运输
SH601007,601007.SH,金陵饭店,社会服务
SH601008,601008.SH,连云港,交通运输
SH601009,601009.SH,南京银行,银行
SH601010,601010.SH,ST文峰,商贸零售
SH601011,601011.SH,宝泰隆,煤炭
SH601012,601012.SH,隆基绿能,电力设备
SH601015,601015.SH,陕西黑猫,煤炭
SH601016,601016.SH,节能风电,公用事业
SH601018,601018.SH,宁波港,交通运输
SH601019,601019.SH,山东出版,传媒
SH601020,601020.SH,华钰矿业,有色金属
SH601021,601021.SH,春秋航空,交通运输
SH601022,601022.SH,宁波远洋,交通运输
SH601026,601026.SH,道生天合,基础化工
SH601033,601033.SH,永兴股份,环保
SH601038,601038.SH,一拖股份,机械设备
SH601058,601058.SH,赛轮轮胎,汽车
SH601059,601059.SH,信达证券,非银金融
SH601061,601061.SH,中信金属,商贸零售
SH601065,601065.SH,江盐集团,基础化工
SH601066,601066.SH,中信建投,非银金融
SH601068,601068.SH,中铝国际,建筑装饰
SH601069,601069.SH,西部黄金,有色金属
SH601077,601077.SH,渝农商行,银行
SH601083,601083.SH,锦江航运,交通运输
SH601086,601086.SH,国芳集团,商贸零售
SH601088,601088.SH,中国神华,煤炭
SH601089,601089.SH,福元医药,医药生物
SH601096,601096.SH,宏盛华源,建筑装饰
SH601098,601098.SH,中南传媒,传媒
SH601099,601099.SH,太平洋,非银金融
SH601100,601100.SH,恒立液压,机械设备
SH601101,601101.SH,昊华能源,煤炭
SH601106,601106.SH,中国一重,机械设备
SH601107,601107.SH,四川成渝,交通运输
SH601108,601108.SH,财通证券,非银金融
SH601111,601111.SH,中国国航,交通运输
SH601112,601112.SH,振石股份,建筑材料
SH601113,601113.SH,华鼎股份,基础化工
SH601116,601116.SH,三江购物,商贸零售
SH601117,601117.SH,中国化学,建筑装饰
SH601118,601118.SH,海南橡胶,农林牧渔
SH601121,601121.SH,宝地矿业,钢铁
SH601123,601123.SH,马矿股份,钢铁
SH601126,601126.SH,四方股份,电力设备
SH601127,601127.SH,赛力斯,汽车
SH601128,601128.SH,常熟银行,银行
SH601133,601133.SH,柏诚股份,建筑装饰
SH601136,601136.SH,首创证券,非银金融
SH601137,601137.SH,博威合金,有色金属
SH601138,601138.SH,工业富联,电子
SH601139,601139.SH,深圳燃气,公用事业
SH601155,601155.SH,新城控股,房地产
SH601156,601156.SH,东航物流,交通运输
SH601158,601158.SH,重庆水务,环保
SH601162,601162.SH,天风证券,非银金融
SH601163,601163.SH,三角轮胎,汽车
SH601166,601166.SH,兴业银行,银行
SH601168,601168.SH,西部矿业,有色金属
SH601169,601169.SH,北京银行,银行
SH601177,601177.SH,杭齿前进,机械设备
SH601179,601179.SH,中国西电,电力设备
SH601186,601186.SH,中国铁建,建筑装饰
SH601187,601187.SH,厦门银行,银行
SH601188,601188.SH,龙江交通,交通运输
SH601198,601198.SH,东兴证券,非银金融
SH601199,601199.SH,江南水务,环保
SH601200,601200.SH,上海环境,环保
SH601208,601208.SH,东材科技,基础化工
SH601211,601211.SH,国泰海通,非银金融
SH601212,601212.SH,白银有色,有色金属
SH601216,601216.SH,君正集团,基础化工
SH601218,601218.SH,吉鑫科技,电力设备
SH601222,601222.SH,林洋能源,电力设备
SH601225,601225.SH,陕西煤业,煤炭
SH601226,601226.SH,华电科工,建筑装饰
SH601228,601228.SH,广州港,交通运输
SH601229,601229.SH,上海银行,银行
SH601231,601231.SH,环旭电子,电子
SH601233,601233.SH,桐昆股份,石油石化
SH601236,601236.SH,红塔证券,非银金融
SH601238,601238.SH,广汽集团,汽车
SH601279,601279.SH,英利汽车,汽车
SH601288,601288.SH,农业银行,银行
SH601298,601298.SH,青岛港,交通运输
SH601311,601311.SH,骆驼股份,电力设备
SH601318,601318.SH,中国平安,非银金融
SH601319,601319.SH,中国人保,非银金融
SH601326,601326.SH,秦港股份,交通运输
SH601328,601328.SH,交通银行,银行
SH601330,601330.SH,绿色动力,环保
SH601333,601333.SH,广深铁路,交通运输
SH601336,601336.SH,新华保险,非银金融
SH601339,601339.SH,百隆东方,纺织服饰
SH601360,601360.SH,三六零,计算机
SH601366,601366.SH,利群股份,商贸零售
SH601368,601368.SH,绿城水务,环保
SH601369,601369.SH,陕鼓动力,机械设备
SH601375,601375.SH,中原证券,非银金融
SH601377,601377.SH,兴业证券,非银金融
SH601388,601388.SH,怡球资源,有色金属
SH601390,601390.SH,中国中铁,建筑装饰
SH601398,601398.SH,工商银行,银行
SH601399,601399.SH,国机重装,机械设备
SH601456,601456.SH,国联民生,非银金融
SH601500,601500.SH,通用股份,汽车
SH601512,601512.SH,中新集团,房地产
SH601515,601515.SH,衢州东峰,轻工制造
SH601518,601518.SH,吉林高速,交通运输
SH601519,601519.SH,大智慧,计算机
SH601528,601528.SH,瑞丰银行,银行
SH601555,601555.SH,东吴证券,非银金融
SH601566,601566.SH,九牧王,纺织服饰
SH601567,601567.SH,三星电气,电力设备
SH601568,601568.SH,北元化工,基础化工
SH601577,601577.SH,长沙银行,银行
SH601579,601579.SH,会稽山,食品饮料
SH601588,601588.SH,北辰实业,房地产
SH601595,601595.SH,上海电影,传媒
SH601598,601598.SH,中国外运,交通运输
SH601599,601599.SH,浙文影业,纺织服饰
SH601600,601600.SH,中国铝业,有色金属
SH601601,601601.SH,中国太保,非银金融
SH601606,601606.SH,长城军工,国防军工
SH601607,601607.SH,上海医药,医药生物
SH601608,601608.SH,中信重工,机械设备
SH601609,601609.SH,金田股份,有色金属
SH601611,601611.SH,中国核建,建筑装饰
SH601615,601615.SH,明阳智能,电力设备
SH601616,601616.SH,广电电气,电力设备
SH601618,601618.SH,中国中冶,建筑装饰
SH601619,601619.SH,嘉泽新能,公用事业
SH601628,601628.SH,中国人寿,非银金融
SH601633,601633.SH,长城汽车,汽车
SH601636,601636.SH,旗滨集团,建筑材料
SH601658,601658.SH,邮储银行,银行
SH601665,601665.SH,齐鲁银行,银行
SH601666,601666.SH,平煤股份,煤炭
SH601668,601668.SH,中国建筑,建筑装饰
SH601669,601669.SH,中国电建,建筑装饰
SH601677,601677.SH,明泰铝业,有色金属
SH601678,601678.SH,滨化股份,基础化工
SH601686,601686.SH,友发集团,钢铁
SH601688,601688.SH,华泰证券,非银金融
SH601689,601689.SH,拓普集团,汽车
SH601696,601696.SH,中银证券,非银金融
SH601698,601698.SH,中国卫通,国防军工
SH601699,601699.SH,潞安环能,煤炭
SH601700,601700.SH,风范股份,电力设备
SH601702,601702.SH,华峰铝业,有色金属
SH601717,601717.SH,中创智领,机械设备
SH601718,601718.SH,ST际华,纺织服饰
SH601727,601727.SH,上海电气,电力设备
SH601728,601728.SH,中国电信,通信
SH601766,601766.SH,中国中车,机械设备
SH601777,601777.SH,千里科技,汽车
SH601778,601778.SH,晶科科技,公用事业
SH601788,601788.SH,光大证券,非银金融
SH601789,601789.SH,宁波建工,建筑装饰
SH601798,601798.SH,蓝科高新,机械设备
SH601799,601799.SH,星宇股份,汽车
SH601800,601800.SH,中国交建,建筑装饰
SH601801,601801.SH,皖新传媒,传媒
SH601808,601808.SH,中海油服,石油石化
SH601811,601811.SH,新华文轩,传媒
SH601816,601816.SH,京沪高铁,交通运输
SH601818,601818.SH,光大银行,银行
SH601825,601825.SH,沪农商行,银行
SH601827,601827.SH,三峰环境,环保
SH601828,601828.SH,美凯龙,商贸零售
SH601838,601838.SH,成都银行,银行
SH601857,601857.SH,中国石油,石油石化
SH601858,601858.SH,中国科传,传媒
SH601860,601860.SH,紫金银行,银行
SH601865,601865.SH,福莱特,电力设备
SH601866,601866.SH,中远海发,交通运输
SH601868,601868.SH,中国能建,建筑装饰
SH601869,601869.SH,长飞光纤,通信
SH601872,601872.SH,招商轮船,交通运输
SH601877,601877.SH,正泰电器,电力设备
SH601878,601878.SH,浙商证券,非银金融
SH601880,601880.SH,辽港股份,交通运输
SH601881,601881.SH,中国银河,非银金融
SH601882,601882.SH,海天精工,机械设备
SH601886,601886.SH,江河集团,建筑装饰
SH601888,601888.SH,中国中免,商贸零售
SH601890,601890.SH,亚星锚链,国防军工
SH601898,601898.SH,中煤能源,煤炭
SH601899,601899.SH,紫金矿业,有色金属
SH601900,601900.SH,南方传媒,传媒
SH601901,601901.SH,方正证券,非银金融
SH601908,601908.SH,京运通,公用事业
SH601916,601916.SH,浙商银行,银行
SH601918,601918.SH,新集能源,煤炭
SH601919,601919.SH,中远海控,交通运输
SH601921,601921.SH,浙版传媒,传媒
SH601928,601928.SH,凤凰传媒,传媒
SH601929,601929.SH,吉视传媒,传媒
SH601933,601933.SH,永辉超市,商贸零售
SH601939,601939.SH,建设银行,银行
SH601949,601949.SH,中国出版,传媒
SH601952,601952.SH,苏垦农发,农林牧渔
SH601956,601956.SH,东贝集团,家用电器
SH601958,601958.SH,金钼股份,有色金属
SH601963,601963.SH,重庆银行,银行
SH601965,601965.SH,中国汽研,汽车
SH601966,601966.SH,玲珑轮胎,汽车
SH601968,601968.SH,宝钢包装,轻工制造
SH601969,601969.SH,海南矿业,钢铁
SH601975,601975.SH,招商南油,交通运输
SH601985,601985.SH,中国核电,公用事业
SH601988,601988.SH,中国银行,银行
SH601990,601990.SH,南京证券,非银金融
SH601991,601991.SH,大唐发电,公用事业
SH601992,601992.SH,金隅集团,建筑材料
SH601995,601995.SH,中金公司,非银金融
SH601996,601996.SH,丰林集团,轻工制造
SH601997,601997.SH,贵阳银行,银行
SH601998,601998.SH,中信银行,银行
SH601999,601999.SH,出版传媒,传媒
SH603000,603000.SH,人民网,传媒
SH603001,603001.SH,奥康国际,纺织服饰
SH603002,603002.SH,宏昌电子,电子
SH603004,603004.SH,鼎龙科技,基础化工
SH603005,603005.SH,晶方科技,电子
SH603006,603006.SH,联明股份,汽车
SH603007,603007.SH,顺景科技,汽车
SH603008,603008.SH,ST喜临门,轻工制造
SH603009,603009.SH,北特科技,汽车
SH603010,603010.SH,万盛股份,基础化工
SH603011,603011.SH,合锻智能,机械设备
SH603012,603012.SH,创力集团,机械设备
SH603013,603013.SH,亚普股份,汽车
SH603014,603014.SH,威高血净,医药生物
SH603015,603015.SH,弘讯科技,机械设备
SH603016,603016.SH,新宏泰,电力设备
SH603017,603017.SH,中衡设计,建筑装饰
SH603018,603018.SH,华设集团,建筑装饰
SH603019,603019.SH,中科曙光,计算机
SH603020,603020.SH,爱普股份,基础化工
SH603021,603021.SH,*ST华鹏,轻工制造
SH603022,603022.SH,新通联,轻工制造
SH603023,603023.SH,威帝股份,汽车
SH603025,603025.SH,大豪科技,机械设备
SH603026,603026.SH,石大胜华,电力设备
SH603027,603027.SH,千禾味业,食品饮料
SH603028,603028.SH,赛福天,机械设备
SH603029,603029.SH,天鹅股份,机械设备
SH603030,603030.SH,全筑股份,建筑装饰
SH603031,603031.SH,安孚科技,电力设备
SH603032,603032.SH,德新科技,电力设备
SH603033,603033.SH,三维股份,基础化工
SH603035,603035.SH,常熟汽饰,汽车
SH603036,603036.SH,如通股份,机械设备
SH603037,603037.SH,凯众股份,汽车
SH603038,603038.SH,华立股份,建筑材料
SH603039,603039.SH,泛微网络,计算机
SH603040,603040.SH,新坐标,汽车
SH603041,603041.SH,美思德,基础化工
SH603042,603042.SH,华脉科技,通信
SH603043,603043.SH,广州酒家,食品饮料
SH603045,603045.SH,福达合金,有色金属
SH603048,603048.SH,浙江黎明,汽车
SH603049,603049.SH,中策橡胶,汽车
SH603050,603050.SH,科林电气,电力设备
SH603051,603051.SH,鹿山新材,基础化工
SH603052,603052.SH,可川科技,电子
SH603053,603053.SH,成都燃气,公用事业
SH603055,603055.SH,台华新材,纺织服饰
SH603057,603057.SH,紫燕食品,食品饮料
SH603058,603058.SH,永吉股份,轻工制造
SH603059,603059.SH,倍加洁,美容护理
SH603060,603060.SH,国检集团,社会服务
SH603061,603061.SH,金海通,电子
SH603062,603062.SH,麦加芯彩,基础化工
SH603063,603063.SH,禾望电气,电力设备
SH603065,603065.SH,宿迁联盛,基础化工
SH603066,603066.SH,音飞储存,交通运输
SH603067,603067.SH,振华股份,基础化工
SH603068,603068.SH,博通集成,电子
SH603069,603069.SH,海汽集团,交通运输
SH603070,603070.SH,万控智造,电力设备
SH603071,603071.SH,物产环能,公用事业
SH603072,603072.SH,天和磁材,有色金属
SH603073,603073.SH,彩蝶实业,基础化工
SH603075,603075.SH,热威股份,家用电器
SH603076,603076.SH,乐惠国际,机械设备
SH603077,603077.SH,和邦生物,基础化工
SH603078,603078.SH,江化微,电子
SH603079,603079.SH,圣达生物,基础化工
SH603080,603080.SH,新疆火炬,公用事业
SH603081,603081.SH,大丰实业,机械设备
SH603082,603082.SH,北自科技,机械设备
SH603083,603083.SH,剑桥科技,通信
